,Country,GDP
2019-03-18,Argentina,0.320835671
2019-03-19,Argentina,0.320835671
2019-03-20,Argentina,0.320835671
2019-03-21,Argentina,0.320835671
2019-03-22,Argentina,0.320835671
2019-03-23,Argentina,0.320835671
2019-03-24,Argentina,0.320835671
2019-03-25,Argentina,0.320835671
2019-03-26,Argentina,0.320835671
2019-03-27,Argentina,0.320835671
2019-03-28,Argentina,0.320835671
2019-03-29,Argentina,0.320835671
2019-03-30,Argentina,0.320835671
2019-03-31,Argentina,0.320835671
2019-04-01,Argentina,0.490431272
2019-04-02,Argentina,0.490431272
2019-04-03,Argentina,0.490431272
2019-04-04,Argentina,0.490431272
2019-04-05,Argentina,0.490431272
2019-04-06,Argentina,0.490431272
2019-04-07,Argentina,0.490431272
2019-04-08,Argentina,0.490431272
2019-04-09,Argentina,0.490431272
2019-04-10,Argentina,0.490431272
2019-04-11,Argentina,0.490431272
2019-04-12,Argentina,0.490431272
2019-04-13,Argentina,0.490431272
2019-04-14,Argentina,0.490431272
2019-04-15,Argentina,0.490431272
2019-04-16,Argentina,0.490431272
2019-04-17,Argentina,0.490431272
2019-04-18,Argentina,0.490431272
2019-04-19,Argentina,0.490431272
2019-04-20,Argentina,0.490431272
2019-04-21,Argentina,0.490431272
2019-04-22,Argentina,0.490431272
2019-04-23,Argentina,0.490431272
2019-04-24,Argentina,0.490431272
2019-04-25,Argentina,0.490431272
2019-04-26,Argentina,0.490431272
2019-04-27,Argentina,0.490431272
2019-04-28,Argentina,0.490431272
2019-04-29,Argentina,0.490431272
2019-04-30,Argentina,0.490431272
2019-05-01,Argentina,0.490431272
2019-05-02,Argentina,0.490431272
2019-05-03,Argentina,0.490431272
2019-05-04,Argentina,0.490431272
2019-05-05,Argentina,0.490431272
2019-05-06,Argentina,0.490431272
2019-05-07,Argentina,0.490431272
2019-05-08,Argentina,0.490431272
2019-05-09,Argentina,0.490431272
2019-05-10,Argentina,0.490431272
2019-05-11,Argentina,0.490431272
2019-05-12,Argentina,0.490431272
2019-05-13,Argentina,0.490431272
2019-05-14,Argentina,0.490431272
2019-05-15,Argentina,0.490431272
2019-05-16,Argentina,0.490431272
2019-05-17,Argentina,0.490431272
2019-05-18,Argentina,0.490431272
2019-05-19,Argentina,0.490431272
2019-05-20,Argentina,0.490431272
2019-05-21,Argentina,0.490431272
2019-05-22,Argentina,0.490431272
2019-05-23,Argentina,0.490431272
2019-05-24,Argentina,0.490431272
2019-05-25,Argentina,0.490431272
2019-05-26,Argentina,0.490431272
2019-05-27,Argentina,0.490431272
2019-05-28,Argentina,0.490431272
2019-05-29,Argentina,0.490431272
2019-05-30,Argentina,0.490431272
2019-05-31,Argentina,0.490431272
2019-06-01,Argentina,0.490431272
2019-06-02,Argentina,0.490431272
2019-06-03,Argentina,0.490431272
2019-06-04,Argentina,0.490431272
2019-06-05,Argentina,0.490431272
2019-06-06,Argentina,0.490431272
2019-06-07,Argentina,0.490431272
2019-06-08,Argentina,0.490431272
2019-06-09,Argentina,0.490431272
2019-06-10,Argentina,0.490431272
2019-06-11,Argentina,0.490431272
2019-06-12,Argentina,0.490431272
2019-06-13,Argentina,0.490431272
2019-06-14,Argentina,0.490431272
2019-06-15,Argentina,0.490431272
2019-06-16,Argentina,0.490431272
2019-06-17,Argentina,0.490431272
2019-06-18,Argentina,0.490431272
2019-06-19,Argentina,0.490431272
2019-06-20,Argentina,0.490431272
2019-06-21,Argentina,0.490431272
2019-06-22,Argentina,0.490431272
2019-06-23,Argentina,0.490431272
2019-06-24,Argentina,0.490431272
2019-06-25,Argentina,0.490431272
2019-06-26,Argentina,0.490431272
2019-06-27,Argentina,0.490431272
2019-06-28,Argentina,0.490431272
2019-06-29,Argentina,0.490431272
2019-06-30,Argentina,0.490431272
2019-07-01,Argentina,0.08415202
2019-07-02,Argentina,0.08415202
2019-07-03,Argentina,0.08415202
2019-07-04,Argentina,0.08415202
2019-07-05,Argentina,0.08415202
2019-07-06,Argentina,0.08415202
2019-07-07,Argentina,0.08415202
2019-07-08,Argentina,0.08415202
2019-07-09,Argentina,0.08415202
2019-07-10,Argentina,0.08415202
2019-07-11,Argentina,0.08415202
2019-07-12,Argentina,0.08415202
2019-07-13,Argentina,0.08415202
2019-07-14,Argentina,0.08415202
2019-07-15,Argentina,0.08415202
2019-07-16,Argentina,0.08415202
2019-07-17,Argentina,0.08415202
2019-07-18,Argentina,0.08415202
2019-07-19,Argentina,0.08415202
2019-07-20,Argentina,0.08415202
2019-07-21,Argentina,0.08415202
2019-07-22,Argentina,0.08415202
2019-07-23,Argentina,0.08415202
2019-07-24,Argentina,0.08415202
2019-07-25,Argentina,0.08415202
2019-07-26,Argentina,0.08415202
2019-07-27,Argentina,0.08415202
2019-07-28,Argentina,0.08415202
2019-07-29,Argentina,0.08415202
2019-07-30,Argentina,0.08415202
2019-07-31,Argentina,0.08415202
2019-08-01,Argentina,0.08415202
2019-08-02,Argentina,0.08415202
2019-08-03,Argentina,0.08415202
2019-08-04,Argentina,0.08415202
2019-08-05,Argentina,0.08415202
2019-08-06,Argentina,0.08415202
2019-08-07,Argentina,0.08415202
2019-08-08,Argentina,0.08415202
2019-08-09,Argentina,0.08415202
2019-08-10,Argentina,0.08415202
2019-08-11,Argentina,0.08415202
2019-08-12,Argentina,0.08415202
2019-08-13,Argentina,0.08415202
2019-08-14,Argentina,0.08415202
2019-08-15,Argentina,0.08415202
2019-08-16,Argentina,0.08415202
2019-08-17,Argentina,0.08415202
2019-08-18,Argentina,0.08415202
2019-08-19,Argentina,0.08415202
2019-08-20,Argentina,0.08415202
2019-08-21,Argentina,0.08415202
2019-08-22,Argentina,0.08415202
2019-08-23,Argentina,0.08415202
2019-08-24,Argentina,0.08415202
2019-08-25,Argentina,0.08415202
2019-08-26,Argentina,0.08415202
2019-08-27,Argentina,0.08415202
2019-08-28,Argentina,0.08415202
2019-08-29,Argentina,0.08415202
2019-08-30,Argentina,0.08415202
2019-08-31,Argentina,0.08415202
2019-09-01,Argentina,0.08415202
2019-09-02,Argentina,0.08415202
2019-09-03,Argentina,0.08415202
2019-09-04,Argentina,0.08415202
2019-09-05,Argentina,0.08415202
2019-09-06,Argentina,0.08415202
2019-09-07,Argentina,0.08415202
2019-09-08,Argentina,0.08415202
2019-09-09,Argentina,0.08415202
2019-09-10,Argentina,0.08415202
2019-09-11,Argentina,0.08415202
2019-09-12,Argentina,0.08415202
2019-09-13,Argentina,0.08415202
2019-09-14,Argentina,0.08415202
2019-09-15,Argentina,0.08415202
2019-09-16,Argentina,0.08415202
2019-09-17,Argentina,0.08415202
2019-09-18,Argentina,0.08415202
2019-09-19,Argentina,0.08415202
2019-09-20,Argentina,0.08415202
2019-09-21,Argentina,0.08415202
2019-09-22,Argentina,0.08415202
2019-09-23,Argentina,0.08415202
2019-09-24,Argentina,0.08415202
2019-09-25,Argentina,0.08415202
2019-09-26,Argentina,0.08415202
2019-09-27,Argentina,0.08415202
2019-09-28,Argentina,0.08415202
2019-09-29,Argentina,0.08415202
2019-09-30,Argentina,0.08415202
2019-10-01,Argentina,-1.456054667
2019-10-02,Argentina,-1.456054667
2019-10-03,Argentina,-1.456054667
2019-10-04,Argentina,-1.456054667
2019-10-05,Argentina,-1.456054667
2019-10-06,Argentina,-1.456054667
2019-10-07,Argentina,-1.456054667
2019-10-08,Argentina,-1.456054667
2019-10-09,Argentina,-1.456054667
2019-10-10,Argentina,-1.456054667
2019-10-11,Argentina,-1.456054667
2019-10-12,Argentina,-1.456054667
2019-10-13,Argentina,-1.456054667
2019-10-14,Argentina,-1.456054667
2019-10-15,Argentina,-1.456054667
2019-10-16,Argentina,-1.456054667
2019-10-17,Argentina,-1.456054667
2019-10-18,Argentina,-1.456054667
2019-10-19,Argentina,-1.456054667
2019-10-20,Argentina,-1.456054667
2019-10-21,Argentina,-1.456054667
2019-10-22,Argentina,-1.456054667
2019-10-23,Argentina,-1.456054667
2019-10-24,Argentina,-1.456054667
2019-10-25,Argentina,-1.456054667
2019-10-26,Argentina,-1.456054667
2019-10-27,Argentina,-1.456054667
2019-10-28,Argentina,-1.456054667
2019-10-29,Argentina,-1.456054667
2019-10-30,Argentina,-1.456054667
2019-10-31,Argentina,-1.456054667
2019-11-01,Argentina,-1.456054667
2019-11-02,Argentina,-1.456054667
2019-11-03,Argentina,-1.456054667
2019-11-04,Argentina,-1.456054667
2019-11-05,Argentina,-1.456054667
2019-11-06,Argentina,-1.456054667
2019-11-07,Argentina,-1.456054667
2019-11-08,Argentina,-1.456054667
2019-11-09,Argentina,-1.456054667
2019-11-10,Argentina,-1.456054667
2019-11-11,Argentina,-1.456054667
2019-11-12,Argentina,-1.456054667
2019-11-13,Argentina,-1.456054667
2019-11-14,Argentina,-1.456054667
2019-11-15,Argentina,-1.456054667
2019-11-16,Argentina,-1.456054667
2019-11-17,Argentina,-1.456054667
2019-11-18,Argentina,-1.456054667
2019-11-19,Argentina,-1.456054667
2019-11-20,Argentina,-1.456054667
2019-11-21,Argentina,-1.456054667
2019-11-22,Argentina,-1.456054667
2019-11-23,Argentina,-1.456054667
2019-11-24,Argentina,-1.456054667
2019-11-25,Argentina,-1.456054667
2019-11-26,Argentina,-1.456054667
2019-11-27,Argentina,-1.456054667
2019-11-28,Argentina,-1.456054667
2019-11-29,Argentina,-1.456054667
2019-11-30,Argentina,-1.456054667
2019-12-01,Argentina,-1.456054667
2019-12-02,Argentina,-1.456054667
2019-12-03,Argentina,-1.456054667
2019-12-04,Argentina,-1.456054667
2019-12-05,Argentina,-1.456054667
2019-12-06,Argentina,-1.456054667
2019-12-07,Argentina,-1.456054667
2019-12-08,Argentina,-1.456054667
2019-12-09,Argentina,-1.456054667
2019-12-10,Argentina,-1.456054667
2019-12-11,Argentina,-1.456054667
2019-12-12,Argentina,-1.456054667
2019-12-13,Argentina,-1.456054667
2019-12-14,Argentina,-1.456054667
2019-12-15,Argentina,-1.456054667
2019-12-16,Argentina,-1.456054667
2019-12-17,Argentina,-1.456054667
2019-12-18,Argentina,-1.456054667
2019-12-19,Argentina,-1.456054667
2019-12-20,Argentina,-1.456054667
2019-12-21,Argentina,-1.456054667
2019-12-22,Argentina,-1.456054667
2019-12-23,Argentina,-1.456054667
2019-12-24,Argentina,-1.456054667
2019-12-25,Argentina,-1.456054667
2019-12-26,Argentina,-1.456054667
2019-12-27,Argentina,-1.456054667
2019-12-28,Argentina,-1.456054667
2019-12-29,Argentina,-1.456054667
2019-12-30,Argentina,-1.456054667
2019-12-31,Argentina,-1.456054667
2020-01-01,Argentina,-4.524018685
2020-01-02,Argentina,-4.524018685
2020-01-03,Argentina,-4.524018685
2020-01-04,Argentina,-4.524018685
2020-01-05,Argentina,-4.524018685
2020-01-06,Argentina,-4.524018685
2020-01-07,Argentina,-4.524018685
2020-01-08,Argentina,-4.524018685
2020-01-09,Argentina,-4.524018685
2020-01-10,Argentina,-4.524018685
2020-01-11,Argentina,-4.524018685
2020-01-12,Argentina,-4.524018685
2020-01-13,Argentina,-4.524018685
2020-01-14,Argentina,-4.524018685
2020-01-15,Argentina,-4.524018685
2020-01-16,Argentina,-4.524018685
2020-01-17,Argentina,-4.524018685
2020-01-18,Argentina,-4.524018685
2020-01-19,Argentina,-4.524018685
2020-01-20,Argentina,-4.524018685
2020-01-21,Argentina,-4.524018685
2020-01-22,Argentina,-4.524018685
2020-01-23,Argentina,-4.524018685
2020-01-24,Argentina,-4.524018685
2020-01-25,Argentina,-4.524018685
2020-01-26,Argentina,-4.524018685
2020-01-27,Argentina,-4.524018685
2020-01-28,Argentina,-4.524018685
2020-01-29,Argentina,-4.524018685
2020-01-30,Argentina,-4.524018685
2020-01-31,Argentina,-4.524018685
2020-02-01,Argentina,-4.524018685
2020-02-02,Argentina,-4.524018685
2020-02-03,Argentina,-4.524018685
2020-02-04,Argentina,-4.524018685
2020-02-05,Argentina,-4.524018685
2020-02-06,Argentina,-4.524018685
2020-02-07,Argentina,-4.524018685
2020-02-08,Argentina,-4.524018685
2020-02-09,Argentina,-4.524018685
2020-02-10,Argentina,-4.524018685
2020-02-11,Argentina,-4.524018685
2020-02-12,Argentina,-4.524018685
2020-02-13,Argentina,-4.524018685
2020-02-14,Argentina,-4.524018685
2020-02-15,Argentina,-4.524018685
2020-02-16,Argentina,-4.524018685
2020-02-17,Argentina,-4.524018685
2020-02-18,Argentina,-4.524018685
2020-02-19,Argentina,-4.524018685
2020-02-20,Argentina,-4.524018685
2020-02-21,Argentina,-4.524018685
2020-02-22,Argentina,-4.524018685
2020-02-23,Argentina,-4.524018685
2020-02-24,Argentina,-4.524018685
2020-02-25,Argentina,-4.524018685
2020-02-26,Argentina,-4.524018685
2020-02-27,Argentina,-4.524018685
2020-02-28,Argentina,-4.524018685
2020-02-29,Argentina,-4.524018685
2020-03-01,Argentina,-4.524018685
2020-03-02,Argentina,-4.524018685
2020-03-03,Argentina,-4.524018685
2020-03-04,Argentina,-4.524018685
2020-03-05,Argentina,-4.524018685
2020-03-06,Argentina,-4.524018685
2020-03-07,Argentina,-4.524018685
2020-03-08,Argentina,-4.524018685
2020-03-09,Argentina,-4.524018685
2020-03-10,Argentina,-4.524018685
2020-03-11,Argentina,-4.524018685
2020-03-12,Argentina,-4.524018685
2020-03-13,Argentina,-4.524018685
2020-03-14,Argentina,-4.524018685
2020-03-15,Argentina,-4.524018685
2020-03-16,Argentina,-4.524018685
2020-03-17,Argentina,-4.524018685
2020-03-18,Argentina,-4.524018685
2020-03-19,Argentina,-4.524018685
2020-03-20,Argentina,-4.524018685
2020-03-21,Argentina,-4.524018685
2020-03-22,Argentina,-4.524018685
2020-03-23,Argentina,-4.524018685
2020-03-24,Argentina,-4.524018685
2020-03-25,Argentina,-4.524018685
2020-03-26,Argentina,-4.524018685
2020-03-27,Argentina,-4.524018685
2020-03-28,Argentina,-4.524018685
2020-03-29,Argentina,-4.524018685
2020-03-30,Argentina,-4.524018685
2020-03-31,Argentina,-4.524018685
2020-04-01,Argentina,-14.065780283
2020-04-02,Argentina,-14.065780283
2020-04-03,Argentina,-14.065780283
2020-04-04,Argentina,-14.065780283
2020-04-05,Argentina,-14.065780283
2020-04-06,Argentina,-14.065780283
2020-04-07,Argentina,-14.065780283
2020-04-08,Argentina,-14.065780283
2020-04-09,Argentina,-14.065780283
2020-04-10,Argentina,-14.065780283
2020-04-11,Argentina,-14.065780283
2020-04-12,Argentina,-14.065780283
2020-04-13,Argentina,-14.065780283
2020-04-14,Argentina,-14.065780283
2020-04-15,Argentina,-14.065780283
2020-04-16,Argentina,-14.065780283
2020-04-17,Argentina,-14.065780283
2020-04-18,Argentina,-14.065780283
2020-04-19,Argentina,-14.065780283
2020-04-20,Argentina,-14.065780283
2020-04-21,Argentina,-14.065780283
2020-04-22,Argentina,-14.065780283
2020-04-23,Argentina,-14.065780283
2020-04-24,Argentina,-14.065780283
2020-04-25,Argentina,-14.065780283
2020-04-26,Argentina,-14.065780283
2020-04-27,Argentina,-14.065780283
2020-04-28,Argentina,-14.065780283
2020-04-29,Argentina,-14.065780283
2020-04-30,Argentina,-14.065780283
2020-05-01,Argentina,-14.065780283
2020-05-02,Argentina,-14.065780283
2020-05-03,Argentina,-14.065780283
2020-05-04,Argentina,-14.065780283
2020-05-05,Argentina,-14.065780283
2020-05-06,Argentina,-14.065780283
2020-05-07,Argentina,-14.065780283
2020-05-08,Argentina,-14.065780283
2020-05-09,Argentina,-14.065780283
2020-05-10,Argentina,-14.065780283
2020-05-11,Argentina,-14.065780283
2020-05-12,Argentina,-14.065780283
2020-05-13,Argentina,-14.065780283
2020-05-14,Argentina,-14.065780283
2020-05-15,Argentina,-14.065780283
2020-05-16,Argentina,-14.065780283
2020-05-17,Argentina,-14.065780283
2020-05-18,Argentina,-14.065780283
2020-05-19,Argentina,-14.065780283
2020-05-20,Argentina,-14.065780283
2020-05-21,Argentina,-14.065780283
2020-05-22,Argentina,-14.065780283
2020-05-23,Argentina,-14.065780283
2020-05-24,Argentina,-14.065780283
2020-05-25,Argentina,-14.065780283
2020-05-26,Argentina,-14.065780283
2020-05-27,Argentina,-14.065780283
2020-05-28,Argentina,-14.065780283
2020-05-29,Argentina,-14.065780283
2020-05-30,Argentina,-14.065780283
2020-05-31,Argentina,-14.065780283
2020-06-01,Argentina,-14.065780283
2020-06-02,Argentina,-14.065780283
2020-06-03,Argentina,-14.065780283
2020-06-04,Argentina,-14.065780283
2020-06-05,Argentina,-14.065780283
2020-06-06,Argentina,-14.065780283
2020-06-07,Argentina,-14.065780283
2020-06-08,Argentina,-14.065780283
2020-06-09,Argentina,-14.065780283
2020-06-10,Argentina,-14.065780283
2020-06-11,Argentina,-14.065780283
2020-06-12,Argentina,-14.065780283
2020-06-13,Argentina,-14.065780283
2020-06-14,Argentina,-14.065780283
2020-06-15,Argentina,-14.065780283
2020-06-16,Argentina,-14.065780283
2020-06-17,Argentina,-14.065780283
2020-06-18,Argentina,-14.065780283
2020-06-19,Argentina,-14.065780283
2020-06-20,Argentina,-14.065780283
2020-06-21,Argentina,-14.065780283
2020-06-22,Argentina,-14.065780283
2020-06-23,Argentina,-14.065780283
2020-06-24,Argentina,-14.065780283
2020-06-25,Argentina,-14.065780283
2020-06-26,Argentina,-14.065780283
2020-06-27,Argentina,-14.065780283
2020-06-28,Argentina,-14.065780283
2020-06-29,Argentina,-14.065780283
2020-06-30,Argentina,-14.065780283
2020-07-01,Argentina,10.913839484
2020-07-02,Argentina,10.913839484
2020-07-03,Argentina,10.913839484
2020-07-04,Argentina,10.913839484
2020-07-05,Argentina,10.913839484
2020-07-06,Argentina,10.913839484
2020-07-07,Argentina,10.913839484
2020-07-08,Argentina,10.913839484
2020-07-09,Argentina,10.913839484
2020-07-10,Argentina,10.913839484
2020-07-11,Argentina,10.913839484
2020-07-12,Argentina,10.913839484
2020-07-13,Argentina,10.913839484
2020-07-14,Argentina,10.913839484
2020-07-15,Argentina,10.913839484
2020-07-16,Argentina,10.913839484
2020-07-17,Argentina,10.913839484
2020-07-18,Argentina,10.913839484
2020-07-19,Argentina,10.913839484
2020-07-20,Argentina,10.913839484
2020-07-21,Argentina,10.913839484
2020-07-22,Argentina,10.913839484
2020-07-23,Argentina,10.913839484
2020-07-24,Argentina,10.913839484
2020-07-25,Argentina,10.913839484
2020-07-26,Argentina,10.913839484
2020-07-27,Argentina,10.913839484
2020-07-28,Argentina,10.913839484
2020-07-29,Argentina,10.913839484
2020-07-30,Argentina,10.913839484
2020-07-31,Argentina,10.913839484
2020-08-01,Argentina,10.913839484
2020-08-02,Argentina,10.913839484
2020-08-03,Argentina,10.913839484
2020-08-04,Argentina,10.913839484
2020-08-05,Argentina,10.913839484
2020-08-06,Argentina,10.913839484
2020-08-07,Argentina,10.913839484
2020-08-08,Argentina,10.913839484
2020-08-09,Argentina,10.913839484
2020-08-10,Argentina,10.913839484
2020-08-11,Argentina,10.913839484
2020-08-12,Argentina,10.913839484
2020-08-13,Argentina,10.913839484
2020-08-14,Argentina,10.913839484
2020-08-15,Argentina,10.913839484
2020-08-16,Argentina,10.913839484
2020-08-17,Argentina,10.913839484
2020-08-18,Argentina,10.913839484
2020-08-19,Argentina,10.913839484
2020-08-20,Argentina,10.913839484
2020-08-21,Argentina,10.913839484
2020-08-22,Argentina,10.913839484
2020-08-23,Argentina,10.913839484
2020-08-24,Argentina,10.913839484
2020-08-25,Argentina,10.913839484
2020-08-26,Argentina,10.913839484
2020-08-27,Argentina,10.913839484
2020-08-28,Argentina,10.913839484
2020-08-29,Argentina,10.913839484
2020-08-30,Argentina,10.913839484
2020-08-31,Argentina,10.913839484
2020-09-01,Argentina,10.913839484
2020-09-02,Argentina,10.913839484
2020-09-03,Argentina,10.913839484
2020-09-04,Argentina,10.913839484
2020-09-05,Argentina,10.913839484
2020-09-06,Argentina,10.913839484
2020-09-07,Argentina,10.913839484
2020-09-08,Argentina,10.913839484
2020-09-09,Argentina,10.913839484
2020-09-10,Argentina,10.913839484
2020-09-11,Argentina,10.913839484
2020-09-12,Argentina,10.913839484
2020-09-13,Argentina,10.913839484
2020-09-14,Argentina,10.913839484
2020-09-15,Argentina,10.913839484
2020-09-16,Argentina,10.913839484
2020-09-17,Argentina,10.913839484
2020-09-18,Argentina,10.913839484
2020-09-19,Argentina,10.913839484
2020-09-20,Argentina,10.913839484
2020-09-21,Argentina,10.913839484
2020-09-22,Argentina,10.913839484
2020-09-23,Argentina,10.913839484
2020-09-24,Argentina,10.913839484
2020-09-25,Argentina,10.913839484
2020-09-26,Argentina,10.913839484
2020-09-27,Argentina,10.913839484
2020-09-28,Argentina,10.913839484
2020-09-29,Argentina,10.913839484
2020-09-30,Argentina,10.913839484
2020-10-01,Argentina,4.689904718
2020-10-02,Argentina,4.689904718
2020-10-03,Argentina,4.689904718
2020-10-04,Argentina,4.689904718
2020-10-05,Argentina,4.689904718
2020-10-06,Argentina,4.689904718
2020-10-07,Argentina,4.689904718
2020-10-08,Argentina,4.689904718
2020-10-09,Argentina,4.689904718
2020-10-10,Argentina,4.689904718
2020-10-11,Argentina,4.689904718
2020-10-12,Argentina,4.689904718
2020-10-13,Argentina,4.689904718
2020-10-14,Argentina,4.689904718
2020-10-15,Argentina,4.689904718
2020-10-16,Argentina,4.689904718
2020-10-17,Argentina,4.689904718
2020-10-18,Argentina,4.689904718
2020-10-19,Argentina,4.689904718
2020-10-20,Argentina,4.689904718
2020-10-21,Argentina,4.689904718
2020-10-22,Argentina,4.689904718
2020-10-23,Argentina,4.689904718
2020-10-24,Argentina,4.689904718
2020-10-25,Argentina,4.689904718
2020-10-26,Argentina,4.689904718
2020-10-27,Argentina,4.689904718
2020-10-28,Argentina,4.689904718
2020-10-29,Argentina,4.689904718
2020-10-30,Argentina,4.689904718
2020-10-31,Argentina,4.689904718
2020-11-01,Argentina,4.689904718
2020-11-02,Argentina,4.689904718
2020-11-03,Argentina,4.689904718
2020-11-04,Argentina,4.689904718
2020-11-05,Argentina,4.689904718
2020-11-06,Argentina,4.689904718
2020-11-07,Argentina,4.689904718
2020-11-08,Argentina,4.689904718
2020-11-09,Argentina,4.689904718
2020-11-10,Argentina,4.689904718
2020-11-11,Argentina,4.689904718
2020-11-12,Argentina,4.689904718
2020-11-13,Argentina,4.689904718
2020-11-14,Argentina,4.689904718
2020-11-15,Argentina,4.689904718
2020-11-16,Argentina,4.689904718
2020-11-17,Argentina,4.689904718
2020-11-18,Argentina,4.689904718
2020-11-19,Argentina,4.689904718
2020-11-20,Argentina,4.689904718
2020-11-21,Argentina,4.689904718
2020-11-22,Argentina,4.689904718
2020-11-23,Argentina,4.689904718
2020-11-24,Argentina,4.689904718
2020-11-25,Argentina,4.689904718
2020-11-26,Argentina,4.689904718
2020-11-27,Argentina,4.689904718
2020-11-28,Argentina,4.689904718
2020-11-29,Argentina,4.689904718
2020-11-30,Argentina,4.689904718
2020-12-01,Argentina,4.689904718
2020-12-02,Argentina,4.689904718
2020-12-03,Argentina,4.689904718
2020-12-04,Argentina,4.689904718
2020-12-05,Argentina,4.689904718
2020-12-06,Argentina,4.689904718
2020-12-07,Argentina,4.689904718
2020-12-08,Argentina,4.689904718
2020-12-09,Argentina,4.689904718
2020-12-10,Argentina,4.689904718
2020-12-11,Argentina,4.689904718
2020-12-12,Argentina,4.689904718
2020-12-13,Argentina,4.689904718
2020-12-14,Argentina,4.689904718
2020-12-15,Argentina,4.689904718
2020-12-16,Argentina,4.689904718
2020-12-17,Argentina,4.689904718
2020-12-18,Argentina,4.689904718
2020-12-19,Argentina,4.689904718
2020-12-20,Argentina,4.689904718
2020-12-21,Argentina,4.689904718
2020-12-22,Argentina,4.689904718
2020-12-23,Argentina,4.689904718
2020-12-24,Argentina,4.689904718
2020-12-25,Argentina,4.689904718
2020-12-26,Argentina,4.689904718
2020-12-27,Argentina,4.689904718
2020-12-28,Argentina,4.689904718
2020-12-29,Argentina,4.689904718
2020-12-30,Argentina,4.689904718
2020-12-31,Argentina,4.689904718
2021-01-01,Argentina,3.53443042
2021-01-02,Argentina,3.53443042
2021-01-03,Argentina,3.53443042
2021-01-04,Argentina,3.53443042
2021-01-05,Argentina,3.53443042
2021-01-06,Argentina,3.53443042
2021-01-07,Argentina,3.53443042
2021-01-08,Argentina,3.53443042
2021-01-09,Argentina,3.53443042
2021-01-10,Argentina,3.53443042
2021-01-11,Argentina,3.53443042
2021-01-12,Argentina,3.53443042
2021-01-13,Argentina,3.53443042
2021-01-14,Argentina,3.53443042
2021-01-15,Argentina,3.53443042
2021-01-16,Argentina,3.53443042
2021-01-17,Argentina,3.53443042
2021-01-18,Argentina,3.53443042
2021-01-19,Argentina,3.53443042
2021-01-20,Argentina,3.53443042
2021-01-21,Argentina,3.53443042
2021-01-22,Argentina,3.53443042
2021-01-23,Argentina,3.53443042
2021-01-24,Argentina,3.53443042
2021-01-25,Argentina,3.53443042
2021-01-26,Argentina,3.53443042
2021-01-27,Argentina,3.53443042
2021-01-28,Argentina,3.53443042
2021-01-29,Argentina,3.53443042
2021-01-30,Argentina,3.53443042
2021-01-31,Argentina,3.53443042
2021-02-01,Argentina,3.53443042
2021-02-02,Argentina,3.53443042
2021-02-03,Argentina,3.53443042
2021-02-04,Argentina,3.53443042
2021-02-05,Argentina,3.53443042
2021-02-06,Argentina,3.53443042
2021-02-07,Argentina,3.53443042
2021-02-08,Argentina,3.53443042
2021-02-09,Argentina,3.53443042
2021-02-10,Argentina,3.53443042
2021-02-11,Argentina,3.53443042
2021-02-12,Argentina,3.53443042
2021-02-13,Argentina,3.53443042
2021-02-14,Argentina,3.53443042
2021-02-15,Argentina,3.53443042
2021-02-16,Argentina,3.53443042
2021-02-17,Argentina,3.53443042
2021-02-18,Argentina,3.53443042
2021-02-19,Argentina,3.53443042
2021-02-20,Argentina,3.53443042
2021-02-21,Argentina,3.53443042
2021-02-22,Argentina,3.53443042
2021-02-23,Argentina,3.53443042
2021-02-24,Argentina,3.53443042
2021-02-25,Argentina,3.53443042
2021-02-26,Argentina,3.53443042
2021-02-27,Argentina,3.53443042
2021-02-28,Argentina,3.53443042
2021-03-01,Argentina,3.53443042
2021-03-02,Argentina,3.53443042
2021-03-03,Argentina,3.53443042
2021-03-04,Argentina,3.53443042
2021-03-05,Argentina,3.53443042
2021-03-06,Argentina,3.53443042
2021-03-07,Argentina,3.53443042
2021-03-08,Argentina,3.53443042
2021-03-09,Argentina,3.53443042
2021-03-10,Argentina,3.53443042
2021-03-11,Argentina,3.53443042
2021-03-12,Argentina,3.53443042
2021-03-13,Argentina,3.53443042
2021-03-14,Argentina,3.53443042
2021-03-15,Argentina,3.53443042
2021-03-16,Argentina,3.53443042
2021-03-17,Argentina,3.53443042
2021-03-18,Argentina,3.53443042
2021-03-19,Argentina,3.53443042
2021-03-20,Argentina,3.53443042
2021-03-21,Argentina,3.53443042
2021-03-22,Argentina,3.53443042
2021-03-23,Argentina,3.53443042
2021-03-24,Argentina,3.53443042
2021-03-25,Argentina,3.53443042
2021-03-26,Argentina,3.53443042
2021-03-27,Argentina,3.53443042
2021-03-28,Argentina,3.53443042
2021-03-29,Argentina,3.53443042
2021-03-30,Argentina,3.53443042
2021-03-31,Argentina,3.53443042
2021-04-01,Argentina,0.342117575
2021-04-02,Argentina,0.342117575
2021-04-03,Argentina,0.342117575
2021-04-04,Argentina,0.342117575
2021-04-05,Argentina,0.342117575
2021-04-06,Argentina,0.342117575
2021-04-07,Argentina,0.342117575
2021-04-08,Argentina,0.342117575
2021-04-09,Argentina,0.342117575
2021-04-10,Argentina,0.342117575
2021-04-11,Argentina,0.342117575
2021-04-12,Argentina,0.342117575
2021-04-13,Argentina,0.342117575
2021-04-14,Argentina,0.342117575
2021-04-15,Argentina,0.342117575
2021-04-16,Argentina,0.342117575
2021-04-17,Argentina,0.342117575
