STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,ADJUSTMENT,Adjustment,REF_AREA,Reference area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,TRANSACTION,Transaction,INSTR_ASSET,Financial instruments and non-financial assets,ACTIVITY,Economic activity,EXPENDITURE,Expenditure,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,TIME_PERIOD,Time period,OBS_VALUE,Observation value,REF_YEAR_PRICE,Price reference year,BASE_PER,Base period,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2014-Q1,,-1.525750623,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2014-Q2,,-0.701398856,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2014-Q3,,-0.875239866,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2014-Q4,,0.516380506,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2015-Q1,,1.430177297,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2015-Q2,,2.591096085,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2015-Q3,,-0.249786249,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2015-Q4,,-1.166511669,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2016-Q1,,-0.712356726,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2016-Q2,,-1.753083573,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2016-Q3,,0.287611722,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2016-Q4,,0.657883244,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2017-Q1,,1.000838024,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2017-Q2,,0.898343393,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2017-Q3,,1.358718525,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2017-Q4,,0.963189779,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2018-Q1,,-0.546414857,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2018-Q2,,-4.243623948,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2018-Q3,,-0.187333791,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2018-Q4,,-1.56340479,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2019-Q1,,0.320835671,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2019-Q2,,0.490431272,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2019-Q3,,0.08415202,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2019-Q4,,-1.456054667,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2020-Q1,,-4.524018685,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2020-Q2,,-14.065780283,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2020-Q3,,10.913839484,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2020-Q4,,4.689904718,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2021-Q1,,3.53443042,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2021-Q2,,0.342117575,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2021-Q3,,2.373778068,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2021-Q4,,2.495279896,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2022-Q1,,0.697418584,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2022-Q2,,1.992018036,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2022-Q3,,-0.032799661,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2022-Q4,,-1.626586663,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2023-Q1,,0.472126919,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2023-Q2,,-2.512184855,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2023-Q3,,2.228003289,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,ARG,Argentina,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2023-Q4,,-1.886548493,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,KOR,Korea,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2014-Q1,,0.85644443,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,KOR,Korea,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2014-Q2,,0.87160402,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,KOR,Korea,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2014-Q3,,0.319454245,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,KOR,Korea,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2014-Q4,,0.495085269,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,KOR,Korea,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2015-Q1,,0.761630954,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,KOR,Korea,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2015-Q2,,0.486137139,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20(1.0),Quarterly real GDP growth - G20 countries,I,Q,Quarterly,Y,Calendar and seasonally adjusted,KOR,Korea,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PC,Percentage change,L,Chain linked volume,G1,"Growth rate, period on period",T0102,Table 0102 - GDP identity from the expenditure side,2015-Q3,,1.46130046,,,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
