date,Country,interest_rate
2014-01-01,Indonesia,7.925876
2014-01-02,Indonesia,7.925876
2014-01-03,Indonesia,7.925876
2014-01-04,Indonesia,7.925876
2014-01-05,Indonesia,7.925876
2014-01-06,Indonesia,7.925876
2014-01-07,Indonesia,7.925876
2014-01-08,Indonesia,7.925876
2014-01-09,Indonesia,7.925876
2014-01-10,Indonesia,7.925876
2014-01-11,Indonesia,7.925876
2014-01-12,Indonesia,7.925876
2014-01-13,Indonesia,7.925876
2014-01-14,Indonesia,7.925876
2014-01-15,Indonesia,7.925876
2014-01-16,Indonesia,7.925876
2014-01-17,Indonesia,7.925876
2014-01-18,Indonesia,7.925876
2014-01-19,Indonesia,7.925876
2014-01-20,Indonesia,7.925876
2014-01-21,Indonesia,7.925876
2014-01-22,Indonesia,7.925876
2014-01-23,Indonesia,7.925876
2014-01-24,Indonesia,7.925876
2014-01-25,Indonesia,7.925876
2014-01-26,Indonesia,7.925876
2014-01-27,Indonesia,7.925876
2014-01-28,Indonesia,7.925876
2014-01-29,Indonesia,7.925876
2014-01-30,Indonesia,7.925876
2014-01-31,Indonesia,7.925876
2014-02-01,Indonesia,7.997925
2014-02-02,Indonesia,7.997925
2014-02-03,Indonesia,7.997925
2014-02-04,Indonesia,7.997925
2014-02-05,Indonesia,7.997925
2014-02-06,Indonesia,7.997925
2014-02-07,Indonesia,7.997925
2014-02-08,Indonesia,7.997925
2014-02-09,Indonesia,7.997925
2014-02-10,Indonesia,7.997925
2014-02-11,Indonesia,7.997925
2014-02-12,Indonesia,7.997925
2014-02-13,Indonesia,7.997925
2014-02-14,Indonesia,7.997925
2014-02-15,Indonesia,7.997925
2014-02-16,Indonesia,7.997925
2014-02-17,Indonesia,7.997925
2014-02-18,Indonesia,7.997925
2014-02-19,Indonesia,7.997925
2014-02-20,Indonesia,7.997925
2014-02-21,Indonesia,7.997925
2014-02-22,Indonesia,7.997925
2014-02-23,Indonesia,7.997925
2014-02-24,Indonesia,7.997925
2014-02-25,Indonesia,7.997925
2014-02-26,Indonesia,7.997925
2014-02-27,Indonesia,7.997925
2014-02-28,Indonesia,7.997925
2014-03-01,Indonesia,8.092905
2014-03-02,Indonesia,8.092905
2014-03-03,Indonesia,8.092905
2014-03-04,Indonesia,8.092905
2014-03-05,Indonesia,8.092905
2014-03-06,Indonesia,8.092905
2014-03-07,Indonesia,8.092905
2014-03-08,Indonesia,8.092905
2014-03-09,Indonesia,8.092905
2014-03-10,Indonesia,8.092905
2014-03-11,Indonesia,8.092905
2014-03-12,Indonesia,8.092905
2014-03-13,Indonesia,8.092905
2014-03-14,Indonesia,8.092905
2014-03-15,Indonesia,8.092905
2014-03-16,Indonesia,8.092905
2014-03-17,Indonesia,8.092905
2014-03-18,Indonesia,8.092905
2014-03-19,Indonesia,8.092905
2014-03-20,Indonesia,8.092905
2014-03-21,Indonesia,8.092905
2014-03-22,Indonesia,8.092905
2014-03-23,Indonesia,8.092905
2014-03-24,Indonesia,8.092905
2014-03-25,Indonesia,8.092905
2014-03-26,Indonesia,8.092905
2014-03-27,Indonesia,8.092905
2014-03-28,Indonesia,8.092905
2014-03-29,Indonesia,8.092905
2014-03-30,Indonesia,8.092905
2014-03-31,Indonesia,8.092905
2014-04-01,Indonesia,8.138687
2014-04-02,Indonesia,8.138687
2014-04-03,Indonesia,8.138687
2014-04-04,Indonesia,8.138687
2014-04-05,Indonesia,8.138687
2014-04-06,Indonesia,8.138687
2014-04-07,Indonesia,8.138687
2014-04-08,Indonesia,8.138687
2014-04-09,Indonesia,8.138687
2014-04-10,Indonesia,8.138687
2014-04-11,Indonesia,8.138687
2014-04-12,Indonesia,8.138687
2014-04-13,Indonesia,8.138687
2014-04-14,Indonesia,8.138687
2014-04-15,Indonesia,8.138687
2014-04-16,Indonesia,8.138687
2014-04-17,Indonesia,8.138687
2014-04-18,Indonesia,8.138687
2014-04-19,Indonesia,8.138687
2014-04-20,Indonesia,8.138687
2014-04-21,Indonesia,8.138687
2014-04-22,Indonesia,8.138687
2014-04-23,Indonesia,8.138687
2014-04-24,Indonesia,8.138687
2014-04-25,Indonesia,8.138687
2014-04-26,Indonesia,8.138687
2014-04-27,Indonesia,8.138687
2014-04-28,Indonesia,8.138687
2014-04-29,Indonesia,8.138687
2014-04-30,Indonesia,8.138687
2014-05-01,Indonesia,8.149566
2014-05-02,Indonesia,8.149566
2014-05-03,Indonesia,8.149566
2014-05-04,Indonesia,8.149566
2014-05-05,Indonesia,8.149566
2014-05-06,Indonesia,8.149566
2014-05-07,Indonesia,8.149566
2014-05-08,Indonesia,8.149566
2014-05-09,Indonesia,8.149566
2014-05-10,Indonesia,8.149566
2014-05-11,Indonesia,8.149566
2014-05-12,Indonesia,8.149566
2014-05-13,Indonesia,8.149566
2014-05-14,Indonesia,8.149566
2014-05-15,Indonesia,8.149566
2014-05-16,Indonesia,8.149566
2014-05-17,Indonesia,8.149566
2014-05-18,Indonesia,8.149566
2014-05-19,Indonesia,8.149566
2014-05-20,Indonesia,8.149566
2014-05-21,Indonesia,8.149566
2014-05-22,Indonesia,8.149566
2014-05-23,Indonesia,8.149566
2014-05-24,Indonesia,8.149566
2014-05-25,Indonesia,8.149566
2014-05-26,Indonesia,8.149566
2014-05-27,Indonesia,8.149566
2014-05-28,Indonesia,8.149566
2014-05-29,Indonesia,8.149566
2014-05-30,Indonesia,8.149566
2014-05-31,Indonesia,8.149566
2014-06-01,Indonesia,8.149955
2014-06-02,Indonesia,8.149955
2014-06-03,Indonesia,8.149955
2014-06-04,Indonesia,8.149955
2014-06-05,Indonesia,8.149955
2014-06-06,Indonesia,8.149955
2014-06-07,Indonesia,8.149955
2014-06-08,Indonesia,8.149955
2014-06-09,Indonesia,8.149955
2014-06-10,Indonesia,8.149955
2014-06-11,Indonesia,8.149955
2014-06-12,Indonesia,8.149955
2014-06-13,Indonesia,8.149955
2014-06-14,Indonesia,8.149955
2014-06-15,Indonesia,8.149955
2014-06-16,Indonesia,8.149955
2014-06-17,Indonesia,8.149955
2014-06-18,Indonesia,8.149955
2014-06-19,Indonesia,8.149955
2014-06-20,Indonesia,8.149955
2014-06-21,Indonesia,8.149955
2014-06-22,Indonesia,8.149955
2014-06-23,Indonesia,8.149955
2014-06-24,Indonesia,8.149955
2014-06-25,Indonesia,8.149955
2014-06-26,Indonesia,8.149955
2014-06-27,Indonesia,8.149955
2014-06-28,Indonesia,8.149955
2014-06-29,Indonesia,8.149955
2014-06-30,Indonesia,8.149955
2014-07-01,Indonesia,8.148643
2014-07-02,Indonesia,8.148643
2014-07-03,Indonesia,8.148643
2014-07-04,Indonesia,8.148643
2014-07-05,Indonesia,8.148643
2014-07-06,Indonesia,8.148643
2014-07-07,Indonesia,8.148643
2014-07-08,Indonesia,8.148643
2014-07-09,Indonesia,8.148643
2014-07-10,Indonesia,8.148643
2014-07-11,Indonesia,8.148643
2014-07-12,Indonesia,8.148643
2014-07-13,Indonesia,8.148643
2014-07-14,Indonesia,8.148643
2014-07-15,Indonesia,8.148643
2014-07-16,Indonesia,8.148643
2014-07-17,Indonesia,8.148643
2014-07-18,Indonesia,8.148643
2014-07-19,Indonesia,8.148643
2014-07-20,Indonesia,8.148643
2014-07-21,Indonesia,8.148643
2014-07-22,Indonesia,8.148643
2014-07-23,Indonesia,8.148643
2014-07-24,Indonesia,8.148643
2014-07-25,Indonesia,8.148643
2014-07-26,Indonesia,8.148643
2014-07-27,Indonesia,8.148643
2014-07-28,Indonesia,8.148643
2014-07-29,Indonesia,8.148643
2014-07-30,Indonesia,8.148643
2014-07-31,Indonesia,8.148643
2014-08-01,Indonesia,8.145236
2014-08-02,Indonesia,8.145236
2014-08-03,Indonesia,8.145236
2014-08-04,Indonesia,8.145236
2014-08-05,Indonesia,8.145236
2014-08-06,Indonesia,8.145236
2014-08-07,Indonesia,8.145236
2014-08-08,Indonesia,8.145236
2014-08-09,Indonesia,8.145236
2014-08-10,Indonesia,8.145236
2014-08-11,Indonesia,8.145236
2014-08-12,Indonesia,8.145236
2014-08-13,Indonesia,8.145236
2014-08-14,Indonesia,8.145236
2014-08-15,Indonesia,8.145236
2014-08-16,Indonesia,8.145236
2014-08-17,Indonesia,8.145236
2014-08-18,Indonesia,8.145236
2014-08-19,Indonesia,8.145236
2014-08-20,Indonesia,8.145236
2014-08-21,Indonesia,8.145236
2014-08-22,Indonesia,8.145236
2014-08-23,Indonesia,8.145236
2014-08-24,Indonesia,8.145236
2014-08-25,Indonesia,8.145236
2014-08-26,Indonesia,8.145236
2014-08-27,Indonesia,8.145236
2014-08-28,Indonesia,8.145236
2014-08-29,Indonesia,8.145236
2014-08-30,Indonesia,8.145236
2014-08-31,Indonesia,8.145236
2014-09-01,Indonesia,8.109306
2014-09-02,Indonesia,8.109306
2014-09-03,Indonesia,8.109306
2014-09-04,Indonesia,8.109306
2014-09-05,Indonesia,8.109306
2014-09-06,Indonesia,8.109306
2014-09-07,Indonesia,8.109306
2014-09-08,Indonesia,8.109306
2014-09-09,Indonesia,8.109306
2014-09-10,Indonesia,8.109306
2014-09-11,Indonesia,8.109306
2014-09-12,Indonesia,8.109306
2014-09-13,Indonesia,8.109306
2014-09-14,Indonesia,8.109306
2014-09-15,Indonesia,8.109306
2014-09-16,Indonesia,8.109306
2014-09-17,Indonesia,8.109306
2014-09-18,Indonesia,8.109306
2014-09-19,Indonesia,8.109306
2014-09-20,Indonesia,8.109306
2014-09-21,Indonesia,8.109306
2014-09-22,Indonesia,8.109306
2014-09-23,Indonesia,8.109306
2014-09-24,Indonesia,8.109306
2014-09-25,Indonesia,8.109306
2014-09-26,Indonesia,8.109306
2014-09-27,Indonesia,8.109306
2014-09-28,Indonesia,8.109306
2014-09-29,Indonesia,8.109306
2014-09-30,Indonesia,8.109306
2014-10-01,Indonesia,7.704798
2014-10-02,Indonesia,7.704798
2014-10-03,Indonesia,7.704798
2014-10-04,Indonesia,7.704798
2014-10-05,Indonesia,7.704798
2014-10-06,Indonesia,7.704798
2014-10-07,Indonesia,7.704798
2014-10-08,Indonesia,7.704798
2014-10-09,Indonesia,7.704798
2014-10-10,Indonesia,7.704798
2014-10-11,Indonesia,7.704798
2014-10-12,Indonesia,7.704798
2014-10-13,Indonesia,7.704798
2014-10-14,Indonesia,7.704798
2014-10-15,Indonesia,7.704798
2014-10-16,Indonesia,7.704798
2014-10-17,Indonesia,7.704798
2014-10-18,Indonesia,7.704798
2014-10-19,Indonesia,7.704798
2014-10-20,Indonesia,7.704798
2014-10-21,Indonesia,7.704798
2014-10-22,Indonesia,7.704798
2014-10-23,Indonesia,7.704798
2014-10-24,Indonesia,7.704798
2014-10-25,Indonesia,7.704798
2014-10-26,Indonesia,7.704798
2014-10-27,Indonesia,7.704798
2014-10-28,Indonesia,7.704798
2014-10-29,Indonesia,7.704798
2014-10-30,Indonesia,7.704798
2014-10-31,Indonesia,7.704798
2014-11-01,Indonesia,7.379158
2014-11-02,Indonesia,7.379158
2014-11-03,Indonesia,7.379158
2014-11-04,Indonesia,7.379158
2014-11-05,Indonesia,7.379158
2014-11-06,Indonesia,7.379158
2014-11-07,Indonesia,7.379158
2014-11-08,Indonesia,7.379158
2014-11-09,Indonesia,7.379158
2014-11-10,Indonesia,7.379158
2014-11-11,Indonesia,7.379158
2014-11-12,Indonesia,7.379158
2014-11-13,Indonesia,7.379158
2014-11-14,Indonesia,7.379158
2014-11-15,Indonesia,7.379158
2014-11-16,Indonesia,7.379158
2014-11-17,Indonesia,7.379158
2014-11-18,Indonesia,7.379158
2014-11-19,Indonesia,7.379158
2014-11-20,Indonesia,7.379158
2014-11-21,Indonesia,7.379158
2014-11-22,Indonesia,7.379158
2014-11-23,Indonesia,7.379158
2014-11-24,Indonesia,7.379158
2014-11-25,Indonesia,7.379158
2014-11-26,Indonesia,7.379158
2014-11-27,Indonesia,7.379158
2014-11-28,Indonesia,7.379158
2014-11-29,Indonesia,7.379158
2014-11-30,Indonesia,7.379158
2014-12-01,Indonesia,7.180389
2014-12-02,Indonesia,7.180389
2014-12-03,Indonesia,7.180389
2014-12-04,Indonesia,7.180389
2014-12-05,Indonesia,7.180389
2014-12-06,Indonesia,7.180389
2014-12-07,Indonesia,7.180389
2014-12-08,Indonesia,7.180389
2014-12-09,Indonesia,7.180389
2014-12-10,Indonesia,7.180389
2014-12-11,Indonesia,7.180389
2014-12-12,Indonesia,7.180389
2014-12-13,Indonesia,7.180389
2014-12-14,Indonesia,7.180389
2014-12-15,Indonesia,7.180389
2014-12-16,Indonesia,7.180389
2014-12-17,Indonesia,7.180389
2014-12-18,Indonesia,7.180389
2014-12-19,Indonesia,7.180389
2014-12-20,Indonesia,7.180389
2014-12-21,Indonesia,7.180389
2014-12-22,Indonesia,7.180389
2014-12-23,Indonesia,7.180389
2014-12-24,Indonesia,7.180389
2014-12-25,Indonesia,7.180389
2014-12-26,Indonesia,7.180389
2014-12-27,Indonesia,7.180389
2014-12-28,Indonesia,7.180389
2014-12-29,Indonesia,7.180389
2014-12-30,Indonesia,7.180389
2014-12-31,Indonesia,7.180389
2015-01-01,Indonesia,7.122027
2015-01-02,Indonesia,7.122027
2015-01-03,Indonesia,7.122027
2015-01-04,Indonesia,7.122027
2015-01-05,Indonesia,7.122027
2015-01-06,Indonesia,7.122027
2015-01-07,Indonesia,7.122027
2015-01-08,Indonesia,7.122027
2015-01-09,Indonesia,7.122027
2015-01-10,Indonesia,7.122027
2015-01-11,Indonesia,7.122027
2015-01-12,Indonesia,7.122027
2015-01-13,Indonesia,7.122027
2015-01-14,Indonesia,7.122027
2015-01-15,Indonesia,7.122027
2015-01-16,Indonesia,7.122027
2015-01-17,Indonesia,7.122027
2015-01-18,Indonesia,7.122027
2015-01-19,Indonesia,7.122027
2015-01-20,Indonesia,7.122027
2015-01-21,Indonesia,7.122027
2015-01-22,Indonesia,7.122027
2015-01-23,Indonesia,7.122027
2015-01-24,Indonesia,7.122027
2015-01-25,Indonesia,7.122027
2015-01-26,Indonesia,7.122027
2015-01-27,Indonesia,7.122027
2015-01-28,Indonesia,7.122027
2015-01-29,Indonesia,7.122027
2015-01-30,Indonesia,7.122027
2015-01-31,Indonesia,7.122027
2015-02-01,Indonesia,7.005693
2015-02-02,Indonesia,7.005693
2015-02-03,Indonesia,7.005693
2015-02-04,Indonesia,7.005693
2015-02-05,Indonesia,7.005693
2015-02-06,Indonesia,7.005693
2015-02-07,Indonesia,7.005693
2015-02-08,Indonesia,7.005693
2015-02-09,Indonesia,7.005693
2015-02-10,Indonesia,7.005693
2015-02-11,Indonesia,7.005693
2015-02-12,Indonesia,7.005693
2015-02-13,Indonesia,7.005693
2015-02-14,Indonesia,7.005693
2015-02-15,Indonesia,7.005693
2015-02-16,Indonesia,7.005693
2015-02-17,Indonesia,7.005693
2015-02-18,Indonesia,7.005693
2015-02-19,Indonesia,7.005693
2015-02-20,Indonesia,7.005693
2015-02-21,Indonesia,7.005693
2015-02-22,Indonesia,7.005693
2015-02-23,Indonesia,7.005693
2015-02-24,Indonesia,7.005693
2015-02-25,Indonesia,7.005693
2015-02-26,Indonesia,7.005693
2015-02-27,Indonesia,7.005693
2015-02-28,Indonesia,7.005693
2015-03-01,Indonesia,6.805415
2015-03-02,Indonesia,6.805415
2015-03-03,Indonesia,6.805415
2015-03-04,Indonesia,6.805415
2015-03-05,Indonesia,6.805415
2015-03-06,Indonesia,6.805415
2015-03-07,Indonesia,6.805415
2015-03-08,Indonesia,6.805415
2015-03-09,Indonesia,6.805415
2015-03-10,Indonesia,6.805415
2015-03-11,Indonesia,6.805415
2015-03-12,Indonesia,6.805415
2015-03-13,Indonesia,6.805415
2015-03-14,Indonesia,6.805415
2015-03-15,Indonesia,6.805415
2015-03-16,Indonesia,6.805415
2015-03-17,Indonesia,6.805415
2015-03-18,Indonesia,6.805415
2015-03-19,Indonesia,6.805415
2015-03-20,Indonesia,6.805415
2015-03-21,Indonesia,6.805415
2015-03-22,Indonesia,6.805415
2015-03-23,Indonesia,6.805415
2015-03-24,Indonesia,6.805415
2015-03-25,Indonesia,6.805415
2015-03-26,Indonesia,6.805415
2015-03-27,Indonesia,6.805415
2015-03-28,Indonesia,6.805415
2015-03-29,Indonesia,6.805415
2015-03-30,Indonesia,6.805415
2015-03-31,Indonesia,6.805415
2015-04-01,Indonesia,6.865175
2015-04-02,Indonesia,6.865175
2015-04-03,Indonesia,6.865175
2015-04-04,Indonesia,6.865175
2015-04-05,Indonesia,6.865175
2015-04-06,Indonesia,6.865175
2015-04-07,Indonesia,6.865175
2015-04-08,Indonesia,6.865175
2015-04-09,Indonesia,6.865175
2015-04-10,Indonesia,6.865175
2015-04-11,Indonesia,6.865175
2015-04-12,Indonesia,6.865175
2015-04-13,Indonesia,6.865175
2015-04-14,Indonesia,6.865175
2015-04-15,Indonesia,6.865175
2015-04-16,Indonesia,6.865175
2015-04-17,Indonesia,6.865175
2015-04-18,Indonesia,6.865175
2015-04-19,Indonesia,6.865175
2015-04-20,Indonesia,6.865175
2015-04-21,Indonesia,6.865175
2015-04-22,Indonesia,6.865175
2015-04-23,Indonesia,6.865175
2015-04-24,Indonesia,6.865175
2015-04-25,Indonesia,6.865175
2015-04-26,Indonesia,6.865175
2015-04-27,Indonesia,6.865175
2015-04-28,Indonesia,6.865175
2015-04-29,Indonesia,6.865175
2015-04-30,Indonesia,6.865175
2015-05-01,Indonesia,6.908456
2015-05-02,Indonesia,6.908456
2015-05-03,Indonesia,6.908456
2015-05-04,Indonesia,6.908456
2015-05-05,Indonesia,6.908456
2015-05-06,Indonesia,6.908456
2015-05-07,Indonesia,6.908456
2015-05-08,Indonesia,6.908456
2015-05-09,Indonesia,6.908456
2015-05-10,Indonesia,6.908456
2015-05-11,Indonesia,6.908456
2015-05-12,Indonesia,6.908456
2015-05-13,Indonesia,6.908456
2015-05-14,Indonesia,6.908456
2015-05-15,Indonesia,6.908456
2015-05-16,Indonesia,6.908456
2015-05-17,Indonesia,6.908456
2015-05-18,Indonesia,6.908456
2015-05-19,Indonesia,6.908456
2015-05-20,Indonesia,6.908456
2015-05-21,Indonesia,6.908456
2015-05-22,Indonesia,6.908456
2015-05-23,Indonesia,6.908456
2015-05-24,Indonesia,6.908456
2015-05-25,Indonesia,6.908456
2015-05-26,Indonesia,6.908456
2015-05-27,Indonesia,6.908456
2015-05-28,Indonesia,6.908456
2015-05-29,Indonesia,6.908456
2015-05-30,Indonesia,6.908456
2015-05-31,Indonesia,6.908456
2015-06-01,Indonesia,6.941507
2015-06-02,Indonesia,6.941507
2015-06-03,Indonesia,6.941507
2015-06-04,Indonesia,6.941507
2015-06-05,Indonesia,6.941507
2015-06-06,Indonesia,6.941507
2015-06-07,Indonesia,6.941507
2015-06-08,Indonesia,6.941507
2015-06-09,Indonesia,6.941507
2015-06-10,Indonesia,6.941507
2015-06-11,Indonesia,6.941507
2015-06-12,Indonesia,6.941507
2015-06-13,Indonesia,6.941507
2015-06-14,Indonesia,6.941507
2015-06-15,Indonesia,6.941507
2015-06-16,Indonesia,6.941507
2015-06-17,Indonesia,6.941507
2015-06-18,Indonesia,6.941507
2015-06-19,Indonesia,6.941507
2015-06-20,Indonesia,6.941507
2015-06-21,Indonesia,6.941507
2015-06-22,Indonesia,6.941507
2015-06-23,Indonesia,6.941507
2015-06-24,Indonesia,6.941507
2015-06-25,Indonesia,6.941507
2015-06-26,Indonesia,6.941507
2015-06-27,Indonesia,6.941507
2015-06-28,Indonesia,6.941507
2015-06-29,Indonesia,6.941507
2015-06-30,Indonesia,6.941507
2015-07-01,Indonesia,7.37365
2015-07-02,Indonesia,7.37365
2015-07-03,Indonesia,7.37365
2015-07-04,Indonesia,7.37365
2015-07-05,Indonesia,7.37365
2015-07-06,Indonesia,7.37365
2015-07-07,Indonesia,7.37365
2015-07-08,Indonesia,7.37365
2015-07-09,Indonesia,7.37365
2015-07-10,Indonesia,7.37365
2015-07-11,Indonesia,7.37365
2015-07-12,Indonesia,7.37365
2015-07-13,Indonesia,7.37365
2015-07-14,Indonesia,7.37365
2015-07-15,Indonesia,7.37365
2015-07-16,Indonesia,7.37365
2015-07-17,Indonesia,7.37365
2015-07-18,Indonesia,7.37365
2015-07-19,Indonesia,7.37365
2015-07-20,Indonesia,7.37365
2015-07-21,Indonesia,7.37365
2015-07-22,Indonesia,7.37365
2015-07-23,Indonesia,7.37365
2015-07-24,Indonesia,7.37365
2015-07-25,Indonesia,7.37365
2015-07-26,Indonesia,7.37365
2015-07-27,Indonesia,7.37365
2015-07-28,Indonesia,7.37365
2015-07-29,Indonesia,7.37365
2015-07-30,Indonesia,7.37365
2015-07-31,Indonesia,7.37365
2015-08-01,Indonesia,7.4568
2015-08-02,Indonesia,7.4568
2015-08-03,Indonesia,7.4568
2015-08-04,Indonesia,7.4568
2015-08-05,Indonesia,7.4568
2015-08-06,Indonesia,7.4568
2015-08-07,Indonesia,7.4568
2015-08-08,Indonesia,7.4568
2015-08-09,Indonesia,7.4568
2015-08-10,Indonesia,7.4568
2015-08-11,Indonesia,7.4568
2015-08-12,Indonesia,7.4568
2015-08-13,Indonesia,7.4568
2015-08-14,Indonesia,7.4568
2015-08-15,Indonesia,7.4568
2015-08-16,Indonesia,7.4568
2015-08-17,Indonesia,7.4568
2015-08-18,Indonesia,7.4568
2015-08-19,Indonesia,7.4568
2015-08-20,Indonesia,7.4568
2015-08-21,Indonesia,7.4568
2015-08-22,Indonesia,7.4568
2015-08-23,Indonesia,7.4568
2015-08-24,Indonesia,7.4568
2015-08-25,Indonesia,7.4568
2015-08-26,Indonesia,7.4568
2015-08-27,Indonesia,7.4568
2015-08-28,Indonesia,7.4568
2015-08-29,Indonesia,7.4568
2015-08-30,Indonesia,7.4568
2015-08-31,Indonesia,7.4568
2015-09-01,Indonesia,7.743074
2015-09-02,Indonesia,7.743074
2015-09-03,Indonesia,7.743074
2015-09-04,Indonesia,7.743074
2015-09-05,Indonesia,7.743074
2015-09-06,Indonesia,7.743074
2015-09-07,Indonesia,7.743074
2015-09-08,Indonesia,7.743074
2015-09-09,Indonesia,7.743074
2015-09-10,Indonesia,7.743074
2015-09-11,Indonesia,7.743074
2015-09-12,Indonesia,7.743074
2015-09-13,Indonesia,7.743074
2015-09-14,Indonesia,7.743074
2015-09-15,Indonesia,7.743074
2015-09-16,Indonesia,7.743074
2015-09-17,Indonesia,7.743074
2015-09-18,Indonesia,7.743074
2015-09-19,Indonesia,7.743074
2015-09-20,Indonesia,7.743074
2015-09-21,Indonesia,7.743074
2015-09-22,Indonesia,7.743074
2015-09-23,Indonesia,7.743074
2015-09-24,Indonesia,7.743074
2015-09-25,Indonesia,7.743074
2015-09-26,Indonesia,7.743074
2015-09-27,Indonesia,7.743074
2015-09-28,Indonesia,7.743074
2015-09-29,Indonesia,7.743074
2015-09-30,Indonesia,7.743074
2015-10-01,Indonesia,8.191063
2015-10-02,Indonesia,8.191063
2015-10-03,Indonesia,8.191063
2015-10-04,Indonesia,8.191063
2015-10-05,Indonesia,8.191063
2015-10-06,Indonesia,8.191063
2015-10-07,Indonesia,8.191063
2015-10-08,Indonesia,8.191063
2015-10-09,Indonesia,8.191063
2015-10-10,Indonesia,8.191063
2015-10-11,Indonesia,8.191063
2015-10-12,Indonesia,8.191063
2015-10-13,Indonesia,8.191063
2015-10-14,Indonesia,8.191063
2015-10-15,Indonesia,8.191063
2015-10-16,Indonesia,8.191063
2015-10-17,Indonesia,8.191063
2015-10-18,Indonesia,8.191063
2015-10-19,Indonesia,8.191063
2015-10-20,Indonesia,8.191063
2015-10-21,Indonesia,8.191063
2015-10-22,Indonesia,8.191063
2015-10-23,Indonesia,8.191063
2015-10-24,Indonesia,8.191063
2015-10-25,Indonesia,8.191063
2015-10-26,Indonesia,8.191063
2015-10-27,Indonesia,8.191063
2015-10-28,Indonesia,8.191063
2015-10-29,Indonesia,8.191063
2015-10-30,Indonesia,8.191063
2015-10-31,Indonesia,8.191063
2015-11-01,Indonesia,8.368109
2015-11-02,Indonesia,8.368109
2015-11-03,Indonesia,8.368109
2015-11-04,Indonesia,8.368109
2015-11-05,Indonesia,8.368109
2015-11-06,Indonesia,8.368109
2015-11-07,Indonesia,8.368109
2015-11-08,Indonesia,8.368109
2015-11-09,Indonesia,8.368109
2015-11-10,Indonesia,8.368109
2015-11-11,Indonesia,8.368109
2015-11-12,Indonesia,8.368109
2015-11-13,Indonesia,8.368109
2015-11-14,Indonesia,8.368109
2015-11-15,Indonesia,8.368109
2015-11-16,Indonesia,8.368109
2015-11-17,Indonesia,8.368109
2015-11-18,Indonesia,8.368109
2015-11-19,Indonesia,8.368109
2015-11-20,Indonesia,8.368109
2015-11-21,Indonesia,8.368109
2015-11-22,Indonesia,8.368109
2015-11-23,Indonesia,8.368109
2015-11-24,Indonesia,8.368109
2015-11-25,Indonesia,8.368109
2015-11-26,Indonesia,8.368109
2015-11-27,Indonesia,8.368109
2015-11-28,Indonesia,8.368109
2015-11-29,Indonesia,8.368109
2015-11-30,Indonesia,8.368109
2015-12-01,Indonesia,8.706614
2015-12-02,Indonesia,8.706614
2015-12-03,Indonesia,8.706614
2015-12-04,Indonesia,8.706614
2015-12-05,Indonesia,8.706614
2015-12-06,Indonesia,8.706614
2015-12-07,Indonesia,8.706614
2015-12-08,Indonesia,8.706614
2015-12-09,Indonesia,8.706614
2015-12-10,Indonesia,8.706614
2015-12-11,Indonesia,8.706614
2015-12-12,Indonesia,8.706614
2015-12-13,Indonesia,8.706614
2015-12-14,Indonesia,8.706614
2015-12-15,Indonesia,8.706614
2015-12-16,Indonesia,8.706614
2015-12-17,Indonesia,8.706614
2015-12-18,Indonesia,8.706614
2015-12-19,Indonesia,8.706614
2015-12-20,Indonesia,8.706614
2015-12-21,Indonesia,8.706614
2015-12-22,Indonesia,8.706614
2015-12-23,Indonesia,8.706614
2015-12-24,Indonesia,8.706614
2015-12-25,Indonesia,8.706614
2015-12-26,Indonesia,8.706614
2015-12-27,Indonesia,8.706614
2015-12-28,Indonesia,8.706614
2015-12-29,Indonesia,8.706614
2015-12-30,Indonesia,8.706614
2015-12-31,Indonesia,8.706614
2016-01-01,Indonesia,8.583902
2016-01-02,Indonesia,8.583902
2016-01-03,Indonesia,8.583902
2016-01-04,Indonesia,8.583902
2016-01-05,Indonesia,8.583902
2016-01-06,Indonesia,8.583902
2016-01-07,Indonesia,8.583902
2016-01-08,Indonesia,8.583902
2016-01-09,Indonesia,8.583902
2016-01-10,Indonesia,8.583902
2016-01-11,Indonesia,8.583902
2016-01-12,Indonesia,8.583902
2016-01-13,Indonesia,8.583902
2016-01-14,Indonesia,8.583902
2016-01-15,Indonesia,8.583902
2016-01-16,Indonesia,8.583902
2016-01-17,Indonesia,8.583902
2016-01-18,Indonesia,8.583902
2016-01-19,Indonesia,8.583902
2016-01-20,Indonesia,8.583902
2016-01-21,Indonesia,8.583902
2016-01-22,Indonesia,8.583902
2016-01-23,Indonesia,8.583902
2016-01-24,Indonesia,8.583902
2016-01-25,Indonesia,8.583902
2016-01-26,Indonesia,8.583902
2016-01-27,Indonesia,8.583902
2016-01-28,Indonesia,8.583902
2016-01-29,Indonesia,8.583902
2016-01-30,Indonesia,8.583902
2016-01-31,Indonesia,8.583902
2016-02-01,Indonesia,8.129706
2016-02-02,Indonesia,8.129706
2016-02-03,Indonesia,8.129706
2016-02-04,Indonesia,8.129706
2016-02-05,Indonesia,8.129706
2016-02-06,Indonesia,8.129706
2016-02-07,Indonesia,8.129706
2016-02-08,Indonesia,8.129706
2016-02-09,Indonesia,8.129706
2016-02-10,Indonesia,8.129706
2016-02-11,Indonesia,8.129706
2016-02-12,Indonesia,8.129706
2016-02-13,Indonesia,8.129706
2016-02-14,Indonesia,8.129706
2016-02-15,Indonesia,8.129706
2016-02-16,Indonesia,8.129706
